,date,country,city,killed,injured,description,year
13344,2010-04-24,Pakistan,Karachi,1,0,A Christian police officer is kidnapped and brutally tortured to death by Religion of Peace advocates.,2010
13345,2010-04-24,Iraq,Baghdad,3,19,"Jihadis bomb a marketplace, taking down three Iraqis.",2010
13346,2010-04-24,Iraq,Mosul,3,0,Two civilians and one defense volunteer are gunned down by Muslim militants.,2010
13347,2010-04-24,Somalia,Mogadishu,2,2,al-Shabaab Islamists kill two government soldiers with a landmine.,2010
13348,2010-04-24,Pakistan,Akwal,3,1,Three guards are gunned down when Taliban terrorists attack NATO tankers.,2010
13349,2010-04-24,Nigeria,Jos,5,0,Three Christians stabbed to death and two others hacked to pieces with machetes by a Muslim mob.,2010
13350,2010-04-25,Afghanistan,Zabul,4,12,"A suicide bomber detonates at a bazaar, blowing four innocents straight to Allah.",2010
13351,2010-04-25,Thailand,Pattani,1,4,"Islamists fire on a garbage truck, killing one worker.",2010
13352,2010-04-26,Afghanistan,Kunduz,3,4,Three people die from a Taliban rocket attack.,2010
13353,2010-04-26,India,Budgam,1,1,Islamic militants gun down a local cop.,2010
13354,2010-04-26,Iraq,Fallujah,3,2,Three Iraqis are taken out by Jihadi bombers.,2010
13355,2010-04-26,Iraq,Baqubah,2,7,Two people are murdered in separate Mujahideen bomb blasts.,2010
13356,2010-04-27,Iraq,Baghdad,4,2,A family of four is obliterated by sectarian bombers.,2010
13357,2010-04-27,Somalia,Afgoi,1,0,A respected humanitarian worker is shot to death by suspected Hizbul Islam.,2010
13358,2010-04-27,Iraq,Kirkuk,1,1,Jihadis take down a student in a drive-by attack.,2010
13359,2010-04-27,Iraq,Baghdad,2,12,Two local soldiers are killed when Jihadis fire mortars from a residential neighborhood.,2010
13360,2010-04-27,Somalia,Mogadishu,2,8,"Islamists attack a rival mosque, killing two.",2010
13361,2010-04-27,Afghanistan,Kandahar,3,35,A Fedayeen suicide bomber sends three airport workers to Allah.,2010
13362,2010-04-28,Pakistan,Quetta,1,0,A Christian man is gunned down by suspected Muslim militants as he is washing a car.,2010
13363,2010-04-28,Iraq,Baghdad,6,18,Jihadi bombers manage to take down six Iraqis along a city street.,2010
13364,2010-04-28,Afghanistan,Khost,12,0,"Islamic hardliners murder a dozen civilians, mostly women and children, with a roadside bomb.",2010
13365,2010-04-28,Pakistan,Peshawar,4,15,"A Shahid suicide car bomber plows into a group of Pakistanis, killing at least four.",2010
13366,2010-04-28,Thailand,Pattani,1,2,A 41-year-old female health volunteer is shot in the head by Muslim rebels.,2010
13367,2010-04-28,Yemen,Damaj,4,0,Shiite rebels kill four people in two separate attacks.,2010
13368,2010-04-29,Somalia,El Bahay,6,10,Six people are taken out by an al-Shabaab attack on a village.,2010
13369,2010-04-29,Iraq,Baghdad,1,0,A car bomb at a rival mosque leaves one dead.,2010
13370,2010-04-29,Dagestan,Kazbekovsky,2,17,Two local cops are blown to bits by a Fedayeen suicide bomber.,2010
13371,2010-04-29,Iraq,Baghdad,8,20,"Suspected fundamentalists bomb a liquor store, killing eight civilians.",2010
13372,2010-04-30,Pakistan,Karachi,1,5,Islamists murder a civilian with a bomb attached to a motorcycle.,2010
13373,2010-04-30,Pakistan,Karam Kot,1,0,The body of a brutally slain intelligence officer is found three weeks after being kidnapped.,2010
13374,2010-04-30,Iraq,Garma,3,10,Three patrons are killed when Islamic militants toss a bomb into a marketplace.,2010
13375,2010-04-30,India,Batamaloo,1,0,Angry Muslims stone an innocent civilian to death over the cancellation of a religious march.,2010
13376,2010-04-30,France,Strasbourg,0,1,A Jewish man is stabbed in the neck and hit in the face with an iron bar by a Muslim yelling about a Zionist conspiracy.,2010
13377,2010-05-01,Somalia,Mogadishu,45,70,Forty-five people die from shrapnel and burn injuries when Islamists bomb a rival mosque.,2010
13378,2010-05-01,Russia,Nalchik,1,29,"Muslim radicals set off a bomb at a race track, killing an elderly veteran of World War II.",2010
13379,2010-05-01,Pakistan,Swat,3,12,Three innocents are incinerated by a suicide bomber at a shop.,2010
13380,2010-05-01,Iraq,Mosul,1,0,Sectarian Jihadis gun down a teacher leaving a mosque.,2010
13381,2010-05-01,Iraq,Baghdad,3,2,Three Iraqis are killed by a car bomb.,2010
13382,2010-05-02,Pakistan,Swat,1,3,A young woman is killed when religious extremists throw a grenade into her home.,2010
13383,2010-05-02,Iraq,Mosul,4,171,"Four people are killed, and over one-hundred injured when Islamic bombers target buses carrying young Christian students.",2010
13384,2010-05-02,Somalia,Kismayo,2,12,Two people are killed when Muslim terrorists toss a grenade into a rival mosque.,2010
13385,2010-05-02,Afghanistan,Paktia,8,14,Religion of Peace hardliners massacre a busload of women and children with a roadside bomb.,2010
13386,2010-05-03,Afghanistan,Khost,1,2,A civilian is blown to bits by a Shahid suicide bomber.,2010
13387,2010-05-03,Iraq,Kirkuk,1,0,An accused sorcerer is shot to death outside his home.,2010
13388,2010-05-03,Iraq,Sharqat,2,4,Jihadi bombers take down two Iraqis.,2010
13389,2010-05-04,Somalia,Xarardheere,1,0,Islamists pull a 57-year-old Christian father of three from his home and execute him for running an underground church.,2010
13390,2010-05-04,Somalia,Hawa Abdi,1,0,A man is assassinated by Islamic gunmen as he leaves a mosque.,2010
13391,2010-05-04,Iraq,Mosul,3,0,"Freedom fighters gun down a pharmacist, woman, and rival imam in separate attacks.",2010
13392,2010-05-04,Afghanistan,Kunduz,3,0,Three civilians are captured and executed by the Taliban.,2010
13393,2010-05-05,Iraq,Mosul,1,0,A college student is kidnapped and murdered by Ansar al-Islam.,2010
13394,2010-05-05,Iraq,Ameriya,4,0,"Four people, including a rival imam are murdered by Sunni gunmen.",2010
13395,2010-05-05,Iraq,Mosul,2,1,Islamic terrorists gun down two Iraqis in cold blood.,2010
13396,2010-05-05,Afghanistan,Nimruz,4,15,A woman is among four Afghans murdered by a Fedayeen assault on a government building.,2010
13397,2010-05-05,Somalia,Mogadishu,1,0,An anti-Islamist journalist is kidnapped and slain by his abductors.,2010
13398,2010-05-06,Pakistan,Cantt,1,0,A civilian is murdered by a Shahid suicide bomber.,2010
13399,2010-05-06,Pakistan,Bahawalnagar,1,0,A 15-year-old teenager dies from shrapnel injuries after militants throw a grenade into his home.,2010
13400,2010-05-06,India,Rafiabad,2,0,Two security personnel are killed when Mujahid open fire on them from a house.,2010
13401,2010-05-06,Iraq,Baghdad,2,4,Jihadi bombers take down two locals at a town square.,2010
13402,2010-05-06,Thailand,Yala,1,0,A 52-year-old man is shot to death by Mujahideen while sitting in this truck,2010
13403,2010-05-07,Iraq,Mosul,1,0,"A 16-year-old boy dies from gunshot wounds to the head, suffered during an Ansar al-Islam kidnapping.",2010
13404,2010-05-07,Iraq,Rashad,3,4,Three Iraqis are taken down in a suspected al-Qaeda ambush.,2010
13405,2010-05-07,Somalia,Shabelle,4,10,Four hospital guards are shot dead by Hizbul Islam members while working their post.,2010
13406,2010-05-07,Pakistan,Ghazi Kot,4,1,Religious extremists machine-gun four local cops taking shelter from the rain inside a shed.,2010
13407,2010-05-07,Dagestan,Derbent,1,5,A woman standing on a railway platform is shredded by a Jihad bomb.,2010
13408,2010-05-08,Afghanistan,Herat,4,0,Talibanis behead four Afghans.,2010
13409,2010-05-08,Iraq,Mosul,3,2,A woman is among three people gunned down in separate Mujahideen attacks.,2010
13410,2010-05-08,Iraq,Amirli,3,5,A mother and her son are among three killed when Islamic terrorists plant a bomb in a home.,2010
13411,2010-05-09,Iraq,Tehran,5,0,"The Islamic Republic executes five political prisoners, calling them 'enemies of Allah.'",2010
13412,2010-05-09,India,Ganderbal,1,0,Hizb-ul-Mujahideen murder the young brother of a former militant in his home in revenge for his leaving.,2010
13413,2010-05-09,Iraq,Mosul,1,0,An elderly man is shot to death in front of his home by terrorists.,2010
13414,2010-05-09,Philippines,Cotabato,1,9,"Militant Muslims are suspected of tossing a grenade into a rival mosque, leaving at least one dead.",2010
13415,2010-05-10,Switzerland,Hongg,1,0,A 16-year-old girl is honor killed by her father with an axe.,2010
13416,2010-05-10,Pakistan,Orakzai,9,5,"Islamic fundamentalists attack a local army post, killing nine defenders.",2010
13417,2010-05-10,Pakistan,Karachi,1,0,A Shia doctor and father of two is gunned down in a sectarian attack.,2010
13418,2010-05-10,Iraq,Baghdad,114,350,"Suicide bombings at a textiles factory and a wave of other terror attacks on Iraqis, including at marketplaces and mosques, leave over one-hundred dead.",2010
13419,2010-05-11,Iraq,Baghdad,5,16,A Christian community may have been the target of a double bombing that leaves five dead.,2010
13420,2010-05-11,Afghanistan,Kandahar,1,0,Islamic hardliners shoot a civilian to death inside his home.,2010
13421,2010-05-12,Somalia,Mogadishu,1,5,An al-Shabaab bombing leaves one person dead.,2010
13422,2010-05-12,Pakistan,Peshawar,3,3,Islamic bombers send three seminary students to Allah.,2010
13423,2010-05-12,Pakistan,Chaman,2,2,A teenager is among two killed when Muslim extremists blow up a tanker truck.,2010
13424,2010-05-12,Iraq,Baghdad,7,22,"Jihadis detonate a bomb outside a cafe, murdering seven patrons.",2010
13425,2010-05-12,Afghanistan,Kandahar,1,0,Islamic militants claim credit for the targeted assassination of a prison official.,2010
13426,2010-05-12,Afghanistan,Uruzgan,3,0,A Fedayeen suicide bomber takes out three local cops.,2010
13427,2010-05-12,Pakistan,North Waziristan,2,0,Tehreek-e-Taliban members kidnap and shoot two civilians to death.,2010
13428,2010-05-12,Iraq,Baghdad,9,39,Nine Iraqis are brought down by two terrorist bombings.,2010
13429,2010-05-13,Pakistan,Karachi,1,0,A child is shot dead in a suspected sectarian attack.,2010
13430,2010-05-13,Iraq,Baghdad,5,12,Five Iraqis are sent to paradise by Mujahideen bombers.,2010
13431,2010-05-13,Dagestan,Makhachkala,8,4,Eight workers on their way to repair a cell phone tower are blown to bits by Islamic bombers.,2010
13432,2010-05-14,India,Srinagar,1,5,One officer is killed when Islamists hurl a grenade toward a group of local cops.,2010
13433,2010-05-14,India,Hyderabad,1,0,Tehreek Galba-e-Islam terrorists on a motorcycle gun down a cop.,2010
13434,2010-05-14,Iraq,Tal Afar,25,108,"Muslim terrorists stage a huge suicide bombing on a soccer game, leaving at least two dozen spectators dead.",2010
13435,2010-05-14,Thailand,Narathiwat,1,0,Islamists shoot a public health official six times in the chest and head.,2010
13436,2010-05-14,Iraq,Mosul,1,0,A tailor who makes military uniforms is shot to death by Mujahideen.,2010
13437,2010-05-14,Iraq,Baghdad,4,8,Four people are killed when terrorists detonate a bomb at a park.,2010
13438,2010-05-14,Iraq,Jbala,0,20,Twenty Shias are injured when rivals blow up their mosque.,2010
13439,2010-05-14,Afghanistan,Ghazni,5,0,Five private security guards are murdered in a Muslim ambush.,2010
13440,2010-05-15,Yemen,Hibailin,1,2,Suspected al-Qaeda assassinate a guard.,2010
13441,2010-05-15,Afghanistan,Khost,4,0,"The Taliban kidnap and brutally slaughter four Afghan members of a wedding party, including the groom.",2010
13442,2010-05-15,Iraq,Mosul,3,0,"A child, shepherd and mosque official are killed in separate Mujahid attacks.",2010
13443,2010-05-16,Afghanistan,Herat,2,2,Two Italian peacekeepers succumb to injuries from a roadside bombing.,2010
13444,2010-05-16,Somalia,Mogadishu,16,31,Sixteen civilians are killed during a vicious mortar attack by Islamic militia.,2010
13445,2010-05-16,Afghanistan,Kandahar,1,0,Muslim gunmen on a motorcycle murder a man sitting in his car.,2010
13446,2010-05-16,Afghanistan,Kunar,3,0,A pro-peace cleric is gunned down along with two family members by Islamic hardliners.,2010
13447,2010-05-17,Pakistan,Tank,1,0,A pro-government tribal elder is murdered by Islamists on his way home.,2010
13448,2010-05-17,Iraq,al-Bushaneen,1,0,A cleric is shot to death in front of his family by Muslim radicals.,2010
13449,2010-05-17,Thailand,Yala,1,0,A Buddhist school administrator is murdered by Muslim assassins on his way to work.,2010
13450,2010-05-17,Thailand,Pattani,1,0,Three Muslims shoot a Buddhist public works official to death.,2010
13451,2010-05-17,Iraq,Sadiyah,1,0,al-Qaeda behead a rival cleric and hang his head from a utility pole.,2010
13452,2010-05-18,Pakistan,Dera Ismail Khan,14,17,"A bicycle bomber blasts fourteen souls to Allah, including a small girl.",2010
13453,2010-05-18,Afghanistan,Kabul,18,47,At least eighteen people are massacred by a Fedayeen suicide bomber.,2010
13454,2010-05-18,Afghanistan,Kabul,1,9,A Taliban rocket attack kills a US citizen.,2010
13455,2010-05-18,India,Poonch,2,3,Two Indian soldiers are murdered in a Jihad ambush.,2010
13456,2010-05-18,Iraq,Yathrib,2,1,Islamic terrorists blow up two Iraqi women in their home.,2010
13457,2010-05-19,Somalia,Mogadishu,2,0,Two children are killed when Islamic militia fire a mortar into their home.,2010
13458,2010-05-19,Somalia,Mogadishu,1,0,An African peacekeeper is taken out by an Islamist bomb.,2010
13459,2010-05-19,Philippines,Basilan,2,2,Abu Sayyaf militants ambush and kill two policemen.,2010
13460,2010-05-19,Iraq,Mussayab,6,19,Six people at a restaurant are blown to bits by Islamic bombers.,2010
13461,2010-05-19,Iraq,Mosul,2,1,Mujahideen gun down two local soldiers at a checkpoint.,2010
13462,2010-05-19,Algeria,Boumerdes,2,18,An al-Qaeda roadside blast takes out two local soldiers.,2010
13463,2010-05-19,Russia,Dagestan,3,0,Muslim radicals gun down two local cops and kill a third with a bomb in neighboring Chechnya.,2010
13464,2010-05-19,Thailand,Yala,1,0,A 46-year-old civilian is shot and then set on fire by Religion of Peace separatists.,2010
13465,2010-05-20,Thailand,Narathiwat,1,0,Muslim gunmen murder a 56-year-old villager.,2010
13466,2010-05-20,Pakistan,North Waziristan,2,0,The Taliban strap explosives to two civilians and detonate them in a public execution.,2010
13467,2010-05-20,Iraq,Mosul,3,8,A Shahid suicide bomber takes out three Iraqis.,2010
13468,2010-05-20,Thailand,Yala,1,0,A Buddhist woman is gunned down in her grocery story by Muslim terrorists.,2010
13469,2010-05-21,Pakistan,Mir Ali,1,0,Hardliners abduct and murder a local tribesman.,2010
13470,2010-05-21,Iraq,Muqdadiya,4,1,Mujahideen invade a home and shoot four family members to death.,2010
13471,2010-05-21,Thailand,Pattani,1,0,Holy Warriors shoot a Buddhist nurse in the head as she is riding to work.,2010
13472,2010-05-21,Iraq,Diyala,35,69,A Fedayeen drives an explosives-laden minibus into a crowd of shoppers and cafe patrons.,2010
13473,2010-05-21,Somalia,Mogadishu,3,5,Three civilians are killed during an al-Shabaab attack.,2010
13474,2010-05-22,Thailand,Yala,2,0,"Two women, one of whom was pregnant, are murdered in cold blood by Mujahid gunmen.",2010
13475,2010-05-22,Thailand,Narathiwat,2,0,Two civilians are shot to death by Muslim terrorists.,2010
13476,2010-05-22,Somalia,Mogadishu,20,55,Twenty civilians are crushed and dismembered during an Islamic mortar attack.,2010
13477,2010-05-22,Pakistan,FATA,1,0,"A tribesman, abducted the Taliban, is found dead.",2010
13478,2010-05-22,Pakistan,Baizai,1,3,A member of a peace committee is murdered in an Islamist ambush.,2010
13479,2010-05-22,Iraq,Mosul,2,4,Two Iraqis are taken out in a bomb blast.,2010
13480,2010-05-22,Russia,Prokladnyi,3,0,Two women and one man are gunned down in cold blood by suspected Islamic insurgents.,2010
13481,2010-05-22,Afghanistan,Kandahar,3,0,A civilian and two military engineers are killed by a Taliban roadside bomb.,2010
13482,2010-05-23,India,Sopore,1,0,Islamic militants are suspected in the murder of a local official.,2010
